part_name,brand,model,oem_number,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
pulley -,toyota,corolla,fi06018105a,1,11.8,11.8,,,,11.8,11.8,0.0
rain sensor-,skoda,octavia,fi06018105a,1,94.7,94.7,,,,94.7,94.7,0.0
rear axle -,toyota,corolla,fi02154548a,1,260.5,260.5,,,,260.5,260.5,0.0
rear axle -,toyota,corolla,fi06018105a,1,296.0,296.0,,,,296.0,296.0,0.0
rear axle -,toyota,corolla,fi07265116a,1,266.4,266.4,,,,266.4,266.4,0.0
rear axle -,toyota,corolla,fi30987993a,1,271.1,271.1,,,,271.1,271.1,0.0
rear axle beam -,toyota,corolla,fi01853355a,1,80.5,80.5,,,,80.5,80.5,0.0
rear axle beam -,toyota,corolla,fi06292622a,1,260.5,260.5,,,,260.5,260.5,0.0
rear axle beam -,toyota,corolla,fi09389104a,1,355.2,355.2,,,,355.2,355.2,0.0
rear axle beam -(rear),toyota,corolla,fi03986645a,1,331.5,331.5,,,,331.5,331.5,0.0
"rear axle beam- , e-",vw,golf,fi06376738a,1,360.9,360.9,,,,360.9,360.9,0.0
"rear axle beam- , e-",vw,golf,fi09389104a,1,365.7,365.7,,,,365.7,365.7,0.0
"rear axle beam- , e-",vw,golf,fi22893129a,1,353.8,353.8,,,,353.8,353.8,0.0
rear axle-,skoda,octavia,fi11042417a,1,414.4,414.4,,,,414.4,414.4,0.0
rear gear / diff. -,skoda,octavia,fi08409732a,1,947.2,947.2,,,,947.2,947.2,0.0
rear gear / diff.-,skoda,octavia,fi05028803a,1,1065.6,1065.6,,,,1065.6,1065.6,0.0
rear gear / diff.-,skoda,octavia,fi26167503a,1,1179.4,1179.4,,,,1179.4,1179.4,0.0
rear sensor-,skoda,octavia,fi23857664a,1,59.5,59.5,,,,59.5,59.5,0.0
rear sensor-(interior),toyota,corolla,fi27837687a,1,59.2,59.2,,,,59.2,59.2,0.0
rear sensor-(rear),skoda,octavia,fi23403240a,1,71.4,71.4,,,,71.4,71.4,0.0
sensor abs -,toyota,corolla,fi05351686a,1,47.4,47.4,,,,47.4,47.4,0.0
"sensor ac inner temperature- , e-",vw,golf,fi03986645a,1,23.7,23.7,,,,23.7,23.7,0.0
"shock absorbers rear- , e-(rear)",vw,golf,fi05351686a,1,59.2,59.2,,,,59.2,59.2,0.0
shock absorbers rear-(rear),toyota,corolla,fi06509801a,1,61.7,61.7,,,,61.7,61.7,0.0
signal horn-,skoda,octavia,fi06509801a,1,33.9,33.9,,,,33.9,33.9,0.0
signal horn-,skoda,octavia,fi09515254a,1,35.7,35.7,,,,35.7,35.7,0.0
"signal horn- , e-",vw,golf,fi10331575a,1,29.6,29.6,,,,29.6,29.6,0.0
starter diesel -,toyota,corolla,fi02042722a,1,59.2,59.2,,,,59.2,59.2,0.0
starter diesel -,toyota,corolla,fi06018105a,1,71.0,71.0,,,,71.0,71.0,0.0
starter diesel -,toyota,corolla,fi07713839a,1,67.4,67.4,,,,67.4,67.4,0.0
starter diesel -,toyota,corolla,fi27837687a,1,59.2,59.2,,,,59.2,59.2,0.0
starter diesel-,toyota,corolla,fi06292622a,1,59.2,59.2,,,,59.2,59.2,0.0
starter diesel-,toyota,corolla,fi10331575a,1,70.8,70.8,,,,70.8,70.8,0.0
starter diesel-,toyota,corolla,fi32385945a,1,59.2,59.2,,,,59.2,59.2,0.0
starter gasoline -,toyota,corolla,fi01853355a,1,84.1,84.1,,,,84.1,84.1,0.0
starter gasoline -,toyota,corolla,fi03986645a,1,94.7,94.7,,,,94.7,94.7,0.0
starter gasoline -,toyota,corolla,fi06018105a,1,94.7,94.7,,,,94.7,94.7,0.0
starter gasoline -,toyota,corolla,fi11042417a,1,94.7,94.7,,,,94.7,94.7,0.0
starter gasoline -,toyota,corolla,fi22893129a,1,106.7,106.7,,,,106.7,106.7,0.0
starter gasoline-,skoda,octavia,am911024a,1,134.8,134.8,,,,134.8,134.8,0.0
"starter gasoline- , e-",vw,golf,fi09389104a,1,148.0,148.0,,,,148.0,148.0,0.0
steering wheel airbag -,toyota,corolla,fi02154548a,1,272.3,272.3,,,,272.3,272.3,0.0
steering wheel airbag -,toyota,corolla,fi07713839a,1,281.2,281.2,,,,281.2,281.2,0.0
steering wheel airbag-,toyota,corolla,fi27837687a,1,296.0,296.0,,,,296.0,296.0,0.0
strut rear -(left),toyota,corolla,fi06018105a,1,23.7,23.7,,,,23.7,23.7,0.0
strut rear -(left),toyota,corolla,fi06408963a,1,33.2,33.2,,,,33.2,33.2,0.0
strut rear -(left),toyota,corolla,fi32037991a,1,23.7,23.7,,,,23.7,23.7,0.0
strut rear -(right rear),toyota,corolla,fi30987993a,1,47.4,47.4,,,,47.4,47.4,0.0
strut rear -(right),toyota,corolla,fi10331575a,1,41.4,41.4,,,,41.4,41.4,0.0
strut rear-(left),toyota,corolla,fi02042722a,1,53.1,53.1,,,,53.1,53.1,0.0
strut rear-(left),toyota,corolla,fi06376738a,1,53.1,53.1,,,,53.1,53.1,0.0
strut rear-(left),toyota,corolla,fi07265116a,1,42.7,42.7,,,,42.7,42.7,0.0
sump-,skoda,octavia,fi05351686a,1,107.1,107.1,,,,107.1,107.1,0.0
sump-,skoda,octavia,fi32385945a,1,107.1,107.1,,,,107.1,107.1,0.0
sump-,toyota,corolla,fi27837687a,1,23.6,23.6,,,,23.6,23.6,0.0
suspension -(rear),toyota,corolla,fi02042722a,1,41.4,41.4,,,,41.4,41.4,0.0
suspension -(rear),toyota,corolla,fi03986645a,1,35.5,35.5,,,,35.5,35.5,0.0
suspension -(rear),toyota,corolla,fi06376738a,1,35.5,35.5,,,,35.5,35.5,0.0
"suspension- , e-(rear)",vw,golf,fi27837687a,1,59.2,59.2,,,,59.2,59.2,0.0
suspension-(rear),skoda,octavia,fi09389104a,1,47.6,47.6,,,,47.6,47.6,0.0
suspension-(rear),toyota,corolla,fi06509801a,1,45.0,45.0,,,,45.0,45.0,0.0
suspension-(rear),toyota,corolla,fi27837687a,1,47.4,47.4,,,,47.4,47.4,0.0
tank lid -,toyota,corolla,fi01853355a,1,41.4,41.4,,,,41.4,41.4,0.0
tank lid -,toyota,corolla,fi03986645a,1,47.4,47.4,,,,47.4,47.4,0.0
tank lid -,toyota,corolla,fi06018105a,1,47.4,47.4,,,,47.4,47.4,0.0
tank lid -,toyota,corolla,fi10331575a,1,41.4,41.4,,,,41.4,41.4,0.0
tank lid -,toyota,corolla,fi11042417a,1,41.4,41.4,,,,41.4,41.4,0.0
tank lid -,toyota,corolla,fi15710056a,1,35.5,35.5,,,,35.5,35.5,0.0
tank lid -(right rear),skoda,octavia,fi32037991a,1,59.1,59.1,,,,59.1,59.1,0.0
tank lid-,toyota,corolla,fi06376738a,1,47.4,47.4,,,,47.4,47.4,0.0
tank transmitters -,toyota,corolla,fi30987993a,1,29.6,29.6,,,,29.6,29.6,0.0
trailing link rear -(left rear lower),toyota,corolla,fi03986645a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left rear),toyota,corolla,fi03986645a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left upper),toyota,corolla,fi09389104a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left),toyota,corolla,fi24637030a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear lower),toyota,corolla,fi03986645a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear),toyota,corolla,fi03986645a,1,71.0,71.0,,,,71.0,71.0,0.0
"trailing link rear- , e-(right rear upper)",vw,golf,fi01853355a,1,47.4,47.4,,,,47.4,47.4,0.0
"trailing link rear- , e-(right upper)",vw,golf,fi10331575a,1,47.4,47.4,,,,47.4,47.4,0.0
"trailing link rear- , e-(right)",vw,golf,fi05351686a,1,82.9,82.9,,,,82.9,82.9,0.0
"trailing link rear- , e-(right)",vw,golf,fi06376738a,1,77.0,77.0,,,,77.0,77.0,0.0
"trailing link rear- , e-(right)",vw,golf,fi27837687a,1,94.7,94.7,,,,94.7,94.7,0.0
trailing link rear-(left),skoda,octavia,fi22893129a,1,82.6,82.6,,,,82.6,82.6,0.0
trailing link rear-(left),toyota,corolla,fi05028803a,1,70.8,70.8,,,,70.8,70.8,0.0
trailing link rear-(left),toyota,corolla,fi09389104a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear-(right rear lower),skoda,octavia,fi05028803a,1,83.0,83.0,,,,83.0,83.0,0.0
trailing link rear-(right),skoda,octavia,fi10331575a,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear-(right),skoda,octavia,fi22893129a,1,76.7,76.7,,,,76.7,76.7,0.0
wheel bearing spindle shaft -(left rear),toyota,corolla,fi03986645a,1,165.8,165.8,,,,165.8,165.8,0.0
wheel bearing spindle shaft -(left rear),toyota,corolla,fi07713839a,1,168.7,168.7,,,,168.7,168.7,0.0
wheel bearing spindle shaft -(right rear),toyota,corolla,fi03986645a,1,165.8,165.8,,,,165.8,165.8,0.0
wheel bearing spindle shaft -(right rear),toyota,corolla,fi07713839a,1,168.7,168.7,,,,168.7,168.7,0.0
"wheel bearing spindle shaft- , e-(right rear)",vw,golf,fi27837687a,1,236.8,236.8,,,,236.8,236.8,0.0
"wheel bearing spindle shaft- , e-(right rear)",vw,golf,wa505436g,1,219.0,219.0,,,,219.0,219.0,0.0
wheel bearing spindle shaft-(left rear),skoda,octavia,fi05351686a,1,237.2,237.2,,,,237.2,237.2,0.0
wheel bearing spindle shaft-(left rear),skoda,octavia,fi27837687a,1,213.5,213.5,,,,213.5,213.5,0.0
wheel bearing spindle shaft-(left rear),toyota,corolla,fi05028803a,1,200.5,200.5,,,,200.5,200.5,0.0
wheel bearing spindle shaft-(left rear),toyota,corolla,fi09389104a,1,206.5,206.5,,,,206.5,206.5,0.0
wheel bearing spindle shaft-(right rear),toyota,corolla,fi09389104a,1,206.5,206.5,,,,206.5,206.5,0.0
wiper arm motor relay-,toyota,corolla,fi07265116a,1,32.0,32.0,,,,32.0,32.0,0.0
